timestamp,user_id,device_id,app_id,granted,reason,action
2025-12-11 05:15:49.817309,USER-0005,DEV-0030,APP-0002,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.817351,USER-0009,DEV-0075,APP-0006,False,Insufficient access level (required: 4),
2025-12-11 05:15:49.817378,USER-0047,DEV-0006,APP-0008,False,"Device validation failed: Trust score too low (required: 70, current: 67)",
2025-12-11 05:15:49.817402,USER-0026,DEV-0031,APP-0001,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.817413,USER-0006,DEV-0055,APP-0005,True,All ZTA policies satisfied,read
2025-12-11 05:15:49.817464,USER-0021,DEV-0029,APP-0002,False,Insufficient access level (required: 4),
2025-12-11 05:15:49.817475,USER-0034,DEV-0009,APP-0001,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.817488,USER-0020,DEV-0028,APP-0010,False,"Device validation failed: Trust score too low (required: 70, current: 67)",
2025-12-11 05:15:49.817496,USER-0007,DEV-0052,APP-0003,False,"Insufficient access level (required: 4); Authentication method not sufficient (required: ['mfa', 'biometric', 'certificate'])",
2025-12-11 05:15:49.817509,USER-0016,DEV-0035,APP-0009,True,All ZTA policies satisfied,read
2025-12-11 05:15:49.817525,USER-0006,DEV-0055,APP-0001,True,All ZTA policies satisfied,read
2025-12-11 05:15:49.817544,USER-0050,DEV-0037,APP-0001,True,All ZTA policies satisfied,read
2025-12-11 05:15:49.817563,USER-0014,DEV-0016,APP-0009,True,All ZTA policies satisfied,read
2025-12-11 05:15:49.817573,USER-0020,DEV-0028,APP-0009,False,"Device validation failed: Trust score too low (required: 70, current: 67)",
2025-12-11 05:15:49.817583,USER-0035,DEV-0001,APP-0001,False,"Authentication method not sufficient (required: ['mfa', 'biometric'])",
2025-12-11 05:15:49.817594,USER-0015,DEV-0051,APP-0005,False,Insufficient access level (required: 4),
2025-12-11 05:15:49.817602,USER-0038,DEV-0011,APP-0001,False,"Authentication method not sufficient (required: ['mfa', 'biometric'])",
2025-12-11 05:15:49.817629,USER-0009,DEV-0075,APP-0006,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-12-11 05:15:49.817641,USER-0044,DEV-0070,APP-0009,False,Insufficient access level (required: 4),
2025-12-11 05:15:49.817671,USER-0031,DEV-0014,APP-0001,False,"Device validation failed: Trust score too low (required: 70, current: 63)",
2025-12-11 05:15:49.817723,USER-0038,DEV-0011,APP-0004,True,All ZTA policies satisfied,read
2025-12-11 05:15:49.817753,USER-0050,DEV-0003,APP-0005,True,All ZTA policies satisfied,read
2025-12-11 05:15:49.817779,USER-0026,DEV-0031,APP-0010,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.817787,USER-0044,DEV-0026,APP-0001,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.817799,USER-0035,DEV-0040,APP-0001,False,"Device validation failed: Trust score too low (required: 70, current: 63)",
2025-12-11 05:15:49.817961,USER-0038,DEV-0011,APP-0007,False,"Authentication method not sufficient (required: ['mfa', 'biometric'])",
2025-12-11 05:15:49.817987,USER-0012,DEV-0068,APP-0009,False,"Device validation failed: Trust score too low (required: 70, current: 61)",
2025-12-11 05:15:49.818001,USER-0020,DEV-0028,APP-0005,False,"Device validation failed: Trust score too low (required: 70, current: 67)",
2025-12-11 05:15:49.818008,USER-0042,DEV-0019,APP-0002,False,Insufficient access level (required: 4),
2025-12-11 05:15:49.818017,USER-0008,DEV-0058,APP-0010,False,Authentication method not sufficient (required: ['password']),
2025-12-11 05:15:49.818025,USER-0015,DEV-0051,APP-0001,False,Insufficient access level (required: 3); User risk score too high (max: 30),
2025-12-11 05:15:49.818038,USER-0002,DEV-0024,APP-0010,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.818045,USER-0024,DEV-0063,APP-0009,False,Insufficient access level (required: 4),
2025-12-11 05:15:49.818057,USER-0015,DEV-0051,APP-0010,False,Authentication method not sufficient (required: ['password']); User risk score too high (max: 50),
2025-12-11 05:15:49.818071,USER-0029,DEV-0044,APP-0009,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.818079,USER-0011,DEV-0071,APP-0001,False,"Device validation failed: Trust score too low (required: 70, current: 61)",
2025-12-11 05:15:49.818086,USER-0044,DEV-0040,APP-0002,False,"Device validation failed: Trust score too low (required: 70, current: 63)",
2025-12-11 05:15:49.818105,USER-0039,DEV-0025,APP-0009,True,All ZTA policies satisfied,read
2025-12-11 05:15:49.818124,USER-0032,DEV-0049,APP-0004,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.818132,USER-0005,DEV-0030,APP-0007,False,"Authentication method not sufficient (required: ['mfa', 'biometric'])",
2025-12-11 05:15:49.818141,USER-0009,DEV-0075,APP-0003,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-12-11 05:15:49.818161,USER-0011,DEV-0071,APP-0003,False,"Device validation failed: Trust score too low (required: 70, current: 61)",
2025-12-11 05:15:49.818169,USER-0035,DEV-0022,APP-0007,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.818176,USER-0004,DEV-0002,APP-0005,True,All ZTA policies satisfied,read
2025-12-11 05:15:49.818190,USER-0012,DEV-0068,APP-0005,False,"Device validation failed: Trust score too low (required: 70, current: 61)",
2025-12-11 05:15:49.818214,USER-0046,DEV-0050,APP-0001,False,"Authentication method not sufficient (required: ['mfa', 'biometric'])",
2025-12-11 05:15:49.818228,USER-0012,DEV-0002,APP-0003,False,User risk score too high (max: 30),
2025-12-11 05:15:49.818237,USER-0016,DEV-0035,APP-0002,True,All ZTA policies satisfied,read
2025-12-11 05:15:49.818264,USER-0042,DEV-0048,APP-0002,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-12-11 05:15:49.992800,USER-0009,DEV-0075,APP-0008,False,Device validation failed: Device is quarantined,
2025-12-11 05:15:49.992818,USER-0010,DEV-0046,APP-0002,True,All ZTA policies satisfied,read
2025-12-11 05:15:49.992860,USER-0046,DEV-0050,APP-0002,False,User risk score too high (max: 30),
2025-12-11 05:15:49.992877,USER-0029,DEV-0044,APP-0002,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.992886,USER-0015,DEV-0051,APP-0003,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-12-11 05:15:49.992895,USER-0002,DEV-0048,APP-0003,False,User risk score too high (max: 30),
2025-12-11 05:15:49.992925,USER-0039,DEV-0025,APP-0002,True,All ZTA policies satisfied,read
2025-12-11 05:15:49.992940,USER-0038,DEV-0011,APP-0007,False,"Authentication method not sufficient (required: ['mfa', 'biometric']); User risk score too high (max: 30)",
2025-12-11 05:15:49.992953,USER-0036,DEV-0031,APP-0009,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.992971,USER-0008,DEV-0020,APP-0003,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.992998,USER-0028,DEV-0074,APP-0002,False,"Insufficient access level (required: 4); Authentication method not sufficient (required: ['mfa', 'biometric', 'certificate'])",
2025-12-11 05:15:49.993008,USER-0016,DEV-0035,APP-0009,True,All ZTA policies satisfied,read
2025-12-11 05:15:49.993034,USER-0038,DEV-0042,APP-0009,False,User risk score too high (max: 30),
2025-12-11 05:15:49.993048,USER-0020,DEV-0028,APP-0009,False,"Device validation failed: Trust score too low (required: 70, current: 67)",
2025-12-11 05:15:49.993056,USER-0050,DEV-0037,APP-0009,True,All ZTA policies satisfied,read
2025-12-11 05:15:49.993070,USER-0028,DEV-0074,APP-0009,False,"Insufficient access level (required: 4); Authentication method not sufficient (required: ['mfa', 'biometric', 'certificate'])",
2025-12-11 05:15:49.993079,USER-0037,DEV-0053,APP-0009,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.993087,USER-0033,DEV-0017,APP-0001,False,Insufficient access level (required: 3),
2025-12-11 05:15:49.993095,USER-0031,DEV-0014,APP-0002,False,"Device validation failed: Trust score too low (required: 70, current: 63)",
2025-12-11 05:15:49.993110,USER-0046,DEV-0050,APP-0002,False,User risk score too high (max: 30),
2025-12-11 05:15:49.993120,USER-0033,DEV-0010,APP-0006,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.993143,USER-0046,DEV-0050,APP-0002,False,User risk score too high (max: 30),
2025-12-11 05:15:49.993171,USER-0027,DEV-0018,APP-0009,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.994406,USER-0009,DEV-0075,APP-0008,False,Device validation failed: Device is quarantined,
2025-12-11 05:15:49.994427,USER-0019,DEV-0005,APP-0002,False,"Insufficient access level (required: 4); Authentication method not sufficient (required: ['mfa', 'biometric', 'certificate'])",
2025-12-11 05:15:49.994443,USER-0016,DEV-0035,APP-0009,True,All ZTA policies satisfied,read
2025-12-11 05:15:49.994464,USER-0049,DEV-0072,APP-0006,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.994477,USER-0037,DEV-0053,APP-0003,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.994484,USER-0032,DEV-0014,APP-0005,False,"Device validation failed: Trust score too low (required: 70, current: 63)",
2025-12-11 05:15:49.994492,USER-0039,DEV-0025,APP-0002,True,All ZTA policies satisfied,read
2025-12-11 05:15:49.994510,USER-0014,DEV-0016,APP-0002,True,All ZTA policies satisfied,read
2025-12-11 05:15:49.994546,USER-0042,DEV-0019,APP-0009,False,Device validation failed: Device is quarantined,
2025-12-11 05:15:49.994554,USER-0022,DEV-0027,APP-0001,False,"Device validation failed: Trust score too low (required: 70, current: 60)",
2025-12-11 05:15:49.994561,USER-0044,DEV-0072,APP-0009,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.994573,USER-0018,DEV-0032,APP-0001,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.994580,USER-0041,DEV-0049,APP-0002,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.994587,USER-0003,DEV-0012,APP-0009,True,All ZTA policies satisfied,read
2025-12-11 05:15:49.994602,USER-0007,DEV-0033,APP-0006,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.994630,USER-0029,DEV-0044,APP-0002,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.994649,USER-0023,DEV-0004,APP-0001,False,"Authentication method not sufficient (required: ['mfa', 'biometric']); User risk score too high (max: 30)",
2025-12-11 05:15:49.994680,USER-0045,DEV-0054,APP-0006,False,"Insufficient access level (required: 4); Authentication method not sufficient (required: ['mfa', 'biometric', 'certificate'])",
2025-12-11 05:15:49.994688,USER-0036,DEV-0004,APP-0010,False,Authentication method not sufficient (required: ['password']),
2025-12-11 05:15:49.994706,USER-0029,DEV-0044,APP-0002,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:49.994713,USER-0033,DEV-0017,APP-0006,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-12-11 05:15:49.994721,USER-0028,DEV-0074,APP-0010,True,All ZTA policies satisfied,read
2025-12-11 05:15:50.004958,USER-0003,DEV-0007,APP-0002,True,All ZTA policies satisfied,read
2025-12-11 05:15:50.004998,USER-0039,DEV-0025,APP-0009,True,All ZTA policies satisfied,read
2025-12-11 05:15:50.005019,USER-0048,DEV-0062,APP-0010,False,Authentication method not sufficient (required: ['password']),
2025-12-11 05:15:50.005032,USER-0006,DEV-0055,APP-0010,False,Authentication method not sufficient (required: ['password']),
2025-12-11 05:15:50.005040,USER-0037,DEV-0053,APP-0009,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:50.005048,USER-0035,DEV-0045,APP-0005,False,User risk score too high (max: 30),
2025-12-11 05:15:50.005057,USER-0020,DEV-0028,APP-0002,False,"Device validation failed: Trust score too low (required: 70, current: 67)",
2025-12-11 05:15:50.005064,USER-0020,DEV-0028,APP-0002,False,"Device validation failed: Trust score too low (required: 70, current: 67)",
2025-12-11 05:15:50.005084,USER-0039,DEV-0025,APP-0009,True,All ZTA policies satisfied,read
2025-12-11 05:15:50.005118,USER-0039,DEV-0025,APP-0009,True,All ZTA policies satisfied,read
2025-12-11 05:15:50.005140,USER-0016,DEV-0035,APP-0009,True,All ZTA policies satisfied,read
2025-12-11 05:15:50.005219,USER-0004,DEV-0073,APP-0009,False,"Device validation failed: Trust score too low (required: 70, current: 64)",
2025-12-11 05:15:50.005228,USER-0033,DEV-0010,APP-0007,False,Insufficient access level (required: 3); User risk score too high (max: 30),
2025-12-11 05:15:50.005238,USER-0050,DEV-0003,APP-0001,True,All ZTA policies satisfied,read
2025-12-11 05:15:50.005263,USER-0050,DEV-0003,APP-0007,True,All ZTA policies satisfied,read
2025-12-11 05:15:50.005284,USER-0006,DEV-0055,APP-0005,False,User risk score too high (max: 30),
2025-12-11 05:15:50.005293,USER-0034,DEV-0009,APP-0001,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:50.005301,USER-0034,DEV-0009,APP-0009,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:50.005312,USER-0002,DEV-0068,APP-0009,False,"Device validation failed: Trust score too low (required: 70, current: 61)",
2025-12-11 05:15:50.005319,USER-0023,DEV-0004,APP-0002,False,User risk score too high (max: 30),
2025-12-11 05:15:50.005327,USER-0005,DEV-0030,APP-0008,False,User risk score too high (max: 30),
2025-12-11 05:15:50.005336,USER-0002,DEV-0045,APP-0009,False,User risk score too high (max: 30),
2025-12-11 05:15:50.005358,USER-0046,DEV-0050,APP-0009,False,User risk score too high (max: 30),
2025-12-11 05:15:50.005383,USER-0036,DEV-0048,APP-0003,False,User risk score too high (max: 30),
2025-12-11 05:15:50.005391,USER-0034,DEV-0009,APP-0010,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:50.005398,USER-0050,DEV-0003,APP-0005,True,All ZTA policies satisfied,read
2025-12-11 05:15:50.005430,USER-0047,DEV-0006,APP-0002,False,"Device validation failed: Trust score too low (required: 70, current: 67)",
2025-12-11 05:15:50.005438,USER-0012,DEV-0002,APP-0001,False,User risk score too high (max: 30),
2025-12-11 05:15:50.005446,USER-0048,DEV-0062,APP-0002,False,Insufficient access level (required: 4); User risk score too high (max: 30),
2025-12-11 05:15:50.005463,USER-0010,DEV-0001,APP-0009,True,All ZTA policies satisfied,read
2025-12-11 05:15:50.005480,USER-0016,DEV-0035,APP-0007,True,All ZTA policies satisfied,read
2025-12-11 05:15:50.005507,USER-0038,DEV-0011,APP-0002,False,User risk score too high (max: 30),
2025-12-11 05:15:50.005516,USER-0040,DEV-0015,APP-0001,False,User risk score too high (max: 30),
2025-12-11 05:15:50.005529,USER-0040,DEV-0015,APP-0004,False,User risk score too high (max: 30),
2025-12-11 05:15:50.005536,USER-0011,DEV-0071,APP-0008,False,"Device validation failed: Trust score too low (required: 70, current: 61)",
2025-12-11 05:15:50.005546,USER-0014,DEV-0016,APP-0009,True,All ZTA policies satisfied,read
2025-12-11 05:15:50.005569,USER-0010,DEV-0008,APP-0001,True,All ZTA policies satisfied,read
2025-12-11 05:15:50.005587,USER-0001,DEV-0045,APP-0001,False,Insufficient access level (required: 3),
2025-12-11 05:15:50.005595,USER-0010,DEV-0013,APP-0001,False,Device validation failed: Device is not compliant,
2025-12-11 05:15:50.005601,USER-0010,DEV-0008,APP-0009,True,All ZTA policies satisfied,read
2025-12-11 05:15:50.005641,USER-0036,DEV-0043,APP-0003,False,"Device validation failed: Trust score too low (required: 70, current: 68)",
2025-12-11 05:15:50.005648,USER-0010,DEV-0001,APP-0009,True,All ZTA policies satisfied,read
2025-12-11 05:15:50.005698,USER-0035,DEV-0049,APP-0005,False,Device validation failed: Device is not compliant,
